date,rank,song,artist,last-week,peak-rank,weeks-on-board
17/01/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,2,1,8
24/01/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,1,9
31/01/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,1,10
07/02/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,1,11
14/02/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,1,12
21/02/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,1,13
28/02/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,1,14
07/03/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,1,15
14/03/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,1,16
21/03/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,1,17
28/03/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,1,18
04/04/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,1,19
11/04/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,1,20
18/04/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,1,21
25/04/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,10,1,5
02/05/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,1,1,6
09/05/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,1,1,7
16/05/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,1,1,8
23/05/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,1,1,9
30/05/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,1,1,10
06/06/2015,1,Bad Blood,Taylor Swift Featuring Kendrick Lamar,53,1,4
13/06/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,2,1,12
20/06/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,1,1,13
27/06/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,1,1,14
04/07/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,1,1,15
11/07/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,1,1,16
18/07/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,1,1,17
25/07/2015,1,Cheerleader,OMI,2,1,12
01/08/2015,1,Cheerleader,OMI,1,1,13
08/08/2015,1,Cheerleader,OMI,1,1,14
15/08/2015,1,Cheerleader,OMI,1,1,15
22/08/2015,1,Can't Feel My Face,The Weeknd,2,1,9
29/08/2015,1,Cheerleader,OMI,2,1,17
05/09/2015,1,Cheerleader,OMI,1,1,18
12/09/2015,1,Can't Feel My Face,The Weeknd,2,1,12
19/09/2015,1,What Do You Mean?,Justin Bieber,,1,1
26/09/2015,1,Can't Feel My Face,The Weeknd,2,1,14
03/10/2015,1,The Hills,The Weeknd,2,1,17
10/10/2015,1,The Hills,The Weeknd,1,1,18
17/10/2015,1,The Hills,The Weeknd,1,1,19
24/10/2015,1,The Hills,The Weeknd,1,1,20
31/10/2015,1,The Hills,The Weeknd,1,1,21
07/11/2015,1,The Hills,The Weeknd,1,1,22
14/11/2015,1,Hello,Adele,,1,1
21/11/2015,1,Hello,Adele,1,1,2
28/11/2015,1,Hello,Adele,1,1,3
05/12/2015,1,Hello,Adele,1,1,4
12/12/2015,1,Hello,Adele,1,1,5
19/12/2015,1,Hello,Adele,1,1,6
26/12/2015,1,Hello,Adele,1,1,7
02/01/2016,1,Hello,Adele,1,1,8
09/01/2016,1,Hello,Adele,1,1,9
16/01/2016,1,Hello,Adele,1,1,10
23/01/2016,1,Sorry,Justin Bieber,2,1,11
30/01/2016,1,Sorry,Justin Bieber,1,1,12
06/02/2016,1,Sorry,Justin Bieber,1,1,13
13/02/2016,1,Love Yourself,Justin Bieber,2,1,11
20/02/2016,1,Pillowtalk,Zayn,,1,1
27/02/2016,1,Love Yourself,Justin Bieber,2,1,13
05/03/2016,1,Work,Rihanna Featuring Drake,4,1,4
12/03/2016,1,Work,Rihanna Featuring Drake,1,1,5
19/03/2016,1,Work,Rihanna Featuring Drake,1,1,6
26/03/2016,1,Work,Rihanna Featuring Drake,1,1,7
02/04/2016,1,Work,Rihanna Featuring Drake,1,1,8
09/04/2016,1,Work,Rihanna Featuring Drake,1,1,9
16/04/2016,1,Work,Rihanna Featuring Drake,1,1,10
23/04/2016,1,Work,Rihanna Featuring Drake,1,1,11
30/04/2016,1,Work,Rihanna Featuring Drake,1,1,12
07/05/2016,1,Panda,Desiigner,2,1,9
14/05/2016,1,Panda,Desiigner,1,1,10
21/05/2016,1,One Dance,Drake Featuring WizKid & Kyla,2,1,5
28/05/2016,1,Can't Stop The Feeling!,Justin Timberlake,,1,1
04/06/2016,1,One Dance,Drake Featuring WizKid & Kyla,2,1,7
11/06/2016,1,One Dance,Drake Featuring WizKid & Kyla,1,1,8
18/06/2016,1,One Dance,Drake Featuring WizKid & Kyla,1,1,9
25/06/2016,1,One Dance,Drake Featuring WizKid & Kyla,1,1,10
02/07/2016,1,One Dance,Drake Featuring WizKid & Kyla,1,1,11
09/07/2016,1,One Dance,Drake Featuring WizKid & Kyla,1,1,12
16/07/2016,1,One Dance,Drake Featuring WizKid & Kyla,1,1,13
23/07/2016,1,One Dance,Drake Featuring WizKid & Kyla,1,1,14
30/07/2016,1,One Dance,Drake Featuring WizKid & Kyla,1,1,15
06/08/2016,1,Cheap Thrills,Sia Featuring Sean Paul,3,1,23
13/08/2016,1,Cheap Thrills,Sia Featuring Sean Paul,1,1,24
20/08/2016,1,Cheap Thrills,Sia Featuring Sean Paul,1,1,25
27/08/2016,1,Cheap Thrills,Sia Featuring Sean Paul,1,1,26
03/09/2016,1,Closer,The Chainsmokers Featuring Halsey,6,1,3
10/09/2016,1,Closer,The Chainsmokers Featuring Halsey,1,1,4
17/09/2016,1,Closer,The Chainsmokers Featuring Halsey,1,1,5
24/09/2016,1,Closer,The Chainsmokers Featuring Halsey,1,1,6
01/10/2016,1,Closer,The Chainsmokers Featuring Halsey,1,1,7
08/10/2016,1,Closer,The Chainsmokers Featuring Halsey,1,1,8
15/10/2016,1,Closer,The Chainsmokers Featuring Halsey,1,1,9
22/10/2016,1,Closer,The Chainsmokers Featuring Halsey,1,1,10
29/10/2016,1,Closer,The Chainsmokers Featuring Halsey,1,1,11
05/11/2016,1,Closer,The Chainsmokers Featuring Halsey,1,1,12
12/11/2016,1,Closer,The Chainsmokers Featuring Halsey,1,1,13
19/11/2016,1,Closer,The Chainsmokers Featuring Halsey,1,1,14
26/11/2016,1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,9,1,9
03/12/2016,1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,1,10
10/12/2016,1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,1,11
17/12/2016,1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,1,12
24/12/2016,1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,1,13
31/12/2016,1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,1,14
07/01/2017,1,Starboy,The Weeknd Featuring Daft Punk,2,1,14
14/01/2017,1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,2,1,16
21/01/2017,1,Bad And Boujee,Migos Featuring Lil Uzi Vert,2,1,8
28/01/2017,1,Shape Of You,Ed Sheeran,,1,1
04/02/2017,1,Bad And Boujee,Migos Featuring Lil Uzi Vert,2,1,10
11/02/2017,1,Bad And Boujee,Migos Featuring Lil Uzi Vert,1,1,11
18/02/2017,1,Shape Of You,Ed Sheeran,2,1,4
25/02/2017,1,Shape Of You,Ed Sheeran,1,1,5
04/03/2017,1,Shape Of You,Ed Sheeran,1,1,6
11/03/2017,1,Shape Of You,Ed Sheeran,1,1,7
18/03/2017,1,Shape Of You,Ed Sheeran,1,1,8
25/03/2017,1,Shape Of You,Ed Sheeran,1,1,9
01/04/2017,1,Shape Of You,Ed Sheeran,1,1,10
08/04/2017,1,Shape Of You,Ed Sheeran,1,1,11
15/04/2017,1,Shape Of You,Ed Sheeran,1,1,12
22/04/2017,1,Shape Of You,Ed Sheeran,1,1,13
29/04/2017,1,Shape Of You,Ed Sheeran,1,1,14
06/05/2017,1,Humble.,Kendrick Lamar,3,1,3
13/05/2017,1,That's What I Like,Bruno Mars,3,1,15
20/05/2017,1,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",,1,1
27/05/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,3,1,17
03/06/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,18
10/06/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,19
17/06/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,20
24/06/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,21
01/07/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,22
08/07/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,23
15/07/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,24
22/07/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,25
29/07/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,26
05/08/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,27
12/08/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,28
19/08/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,29
26/08/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,30
02/09/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,31
09/09/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,32
16/09/2017,1,Look What You Made Me Do,Taylor Swift,77,1,2
23/09/2017,1,Look What You Made Me Do,Taylor Swift,1,1,3
30/09/2017,1,Look What You Made Me Do,Taylor Swift,1,1,4
07/10/2017,1,Bodak Yellow (Money Moves),Cardi B,2,1,12
14/10/2017,1,Bodak Yellow (Money Moves),Cardi B,1,1,13
21/10/2017,1,Bodak Yellow (Money Moves),Cardi B,1,1,14
28/10/2017,1,Rockstar,Post Malone Featuring 21 Savage,2,1,4
04/11/2017,1,Rockstar,Post Malone Featuring 21 Savage,1,1,5
11/11/2017,1,Rockstar,Post Malone Featuring 21 Savage,1,1,6
18/11/2017,1,Rockstar,Post Malone Featuring 21 Savage,1,1,7
25/11/2017,1,Rockstar,Post Malone Featuring 21 Savage,1,1,8
02/12/2017,1,Rockstar,Post Malone Featuring 21 Savage,1,1,9
09/12/2017,1,Rockstar,Post Malone Featuring 21 Savage,1,1,10
16/12/2017,1,Rockstar,Post Malone Featuring 21 Savage,1,1,11
23/12/2017,1,Perfect,Ed Sheeran,3,1,15
30/12/2017,1,Perfect,Ed Sheeran,1,1,16
06/01/2018,1,Perfect,Ed Sheeran,1,1,18
13/01/2018,1,Perfect,Ed Sheeran,1,1,19
20/01/2018,1,Perfect,Ed Sheeran,1,1,20
27/01/2018,1,Havana,Camila Cabello Featuring Young Thug,2,1,23
03/02/2018,1,God's Plan,Drake,,1,1
10/02/2018,1,God's Plan,Drake,1,1,2
17/02/2018,1,God's Plan,Drake,1,1,3
24/02/2018,1,God's Plan,Drake,1,1,4
03/03/2018,1,God's Plan,Drake,1,1,5
10/03/2018,1,God's Plan,Drake,1,1,6
17/03/2018,1,God's Plan,Drake,1,1,7
24/03/2018,1,God's Plan,Drake,1,1,8
31/03/2018,1,God's Plan,Drake,1,1,9
07/04/2018,1,God's Plan,Drake,1,1,10
14/04/2018,1,God's Plan,Drake,1,1,11
21/04/2018,1,Nice For What,Drake,,1,1
28/04/2018,1,Nice For What,Drake,1,1,2
05/05/2018,1,Nice For What,Drake,1,1,3
12/05/2018,1,Nice For What,Drake,1,1,4
19/05/2018,1,This Is America,Childish Gambino,,1,1
26/05/2018,1,This Is America,Childish Gambino,1,1,2
02/06/2018,1,Nice For What,Drake,2,1,7
09/06/2018,1,Nice For What,Drake,1,1,8
16/06/2018,1,Psycho,Post Malone Featuring Ty Dolla $ign,2,1,15
23/06/2018,1,Nice For What,Drake,2,1,10
30/06/2018,1,Sad!,XXXTENTACION,52,1,16
07/07/2018,1,I Like It,"Cardi B, Bad Bunny & J Balvin",2,1,12
14/07/2018,1,Nice For What,Drake,6,1,13
21/07/2018,1,In My Feelings,Drake,6,1,2
28/07/2018,1,In My Feelings,Drake,1,1,3
04/08/2018,1,In My Feelings,Drake,1,1,4
11/08/2018,1,In My Feelings,Drake,1,1,5
18/08/2018,1,In My Feelings,Drake,1,1,6
25/08/2018,1,In My Feelings,Drake,1,1,7
01/09/2018,1,In My Feelings,Drake,1,1,8
08/09/2018,1,In My Feelings,Drake,1,1,9
15/09/2018,1,In My Feelings,Drake,1,1,10
22/09/2018,1,In My Feelings,Drake,1,1,11
29/09/2018,1,Girls Like You,Maroon 5 Featuring Cardi B,2,1,17
06/10/2018,1,Girls Like You,Maroon 5 Featuring Cardi B,1,1,18
13/10/2018,1,Girls Like You,Maroon 5 Featuring Cardi B,1,1,19
20/10/2018,1,Girls Like You,Maroon 5 Featuring Cardi B,1,1,20
27/10/2018,1,Girls Like You,Maroon 5 Featuring Cardi B,1,1,21
03/11/2018,1,Girls Like You,Maroon 5 Featuring Cardi B,1,1,22
10/11/2018,1,Girls Like You,Maroon 5 Featuring Cardi B,1,1,23
17/11/2018,1,"Thank U, Next",Ariana Grande,,1,1
24/11/2018,1,"Thank U, Next",Ariana Grande,1,1,2
01/12/2018,1,"Thank U, Next",Ariana Grande,1,1,3
08/12/2018,1,Sicko Mode,Travis Scott,2,1,17
15/12/2018,1,"Thank U, Next",Ariana Grande,2,1,5
22/12/2018,1,"Thank U, Next",Ariana Grande,1,1,6
29/12/2018,1,"Thank U, Next",Ariana Grande,1,1,7
05/01/2019,1,"Thank U, Next",Ariana Grande,1,1,8
12/01/2019,1,Without Me,Halsey,2,1,13
19/01/2019,1,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,3,1,12
26/01/2019,1,Without Me,Halsey,2,1,15
02/02/2019,1,7 Rings,Ariana Grande,,1,1
09/02/2019,1,7 Rings,Ariana Grande,1,1,2
16/02/2019,1,7 Rings,Ariana Grande,1,1,3
23/02/2019,1,7 Rings,Ariana Grande,1,1,4
02/03/2019,1,7 Rings,Ariana Grande,1,1,5
09/03/2019,1,Shallow,Lady Gaga & Bradley Cooper,21,1,22
16/03/2019,1,Sucker,Jonas Brothers,,1,1
23/03/2019,1,7 Rings,Ariana Grande,2,1,8
30/03/2019,1,7 Rings,Ariana Grande,1,1,9
06/04/2019,1,7 Rings,Ariana Grande,1,1,10
13/04/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,15,1,5
20/04/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,6
27/04/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,7
04/05/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,8
11/05/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,9
18/05/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,10
25/05/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,11
01/06/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,12
08/06/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,13
15/06/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,14
22/06/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,15
29/06/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,16
06/07/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,17
13/07/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,18
20/07/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,19
27/07/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,20
03/08/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,21
10/08/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,22
17/08/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,23
24/08/2019,1,Bad Guy,Billie Eilish,2,1,20
31/08/2019,1,Senorita,Shawn Mendes & Camila Cabello,2,1,9
07/09/2019,1,Truth Hurts,Lizzo,3,1,17
14/09/2019,1,Truth Hurts,Lizzo,1,1,18
21/09/2019,1,Truth Hurts,Lizzo,1,1,19
28/09/2019,1,Truth Hurts,Lizzo,1,1,20
05/10/2019,1,Truth Hurts,Lizzo,1,1,21
12/10/2019,1,Truth Hurts,Lizzo,1,1,22
19/10/2019,1,HIGHEST IN THE ROOM,Travis Scott,,1,1
26/10/2019,1,Truth Hurts,Lizzo,2,1,24
02/11/2019,1,Someone You Loved,Lewis Capaldi,3,1,24
09/11/2019,1,Lose You To Love Me,Selena Gomez,15,1,2
16/11/2019,1,Someone You Loved,Lewis Capaldi,2,1,26
23/11/2019,1,Someone You Loved,Lewis Capaldi,1,1,27
30/11/2019,1,Circles,Post Malone,2,1,12
07/12/2019,1,Circles,Post Malone,1,1,13
14/12/2019,1,Heartless,The Weeknd,32,1,2
21/12/2019,1,All I Want For Christmas Is You,Mariah Carey,3,1,35
28/12/2019,1,All I Want For Christmas Is You,Mariah Carey,1,1,36
04/01/2020,1,All I Want For Christmas Is You,Mariah Carey,1,1,37
11/01/2020,1,Circles,Post Malone,5,1,18
18/01/2020,1,The Box,Roddy Ricch,3,1,5
25/01/2020,1,The Box,Roddy Ricch,1,1,6
01/02/2020,1,The Box,Roddy Ricch,1,1,7
08/02/2020,1,The Box,Roddy Ricch,1,1,8
15/02/2020,1,The Box,Roddy Ricch,1,1,9
22/02/2020,1,The Box,Roddy Ricch,1,1,10
29/02/2020,1,The Box,Roddy Ricch,1,1,11
07/03/2020,1,The Box,Roddy Ricch,1,1,12
14/03/2020,1,The Box,Roddy Ricch,1,1,13
21/03/2020,1,The Box,Roddy Ricch,1,1,14
28/03/2020,1,The Box,Roddy Ricch,1,1,15
04/04/2020,1,Blinding Lights,The Weeknd,2,1,17
11/04/2020,1,Blinding Lights,The Weeknd,1,1,18
18/04/2020,1,Toosie Slide,Drake,,1,1
25/04/2020,1,Blinding Lights,The Weeknd,2,1,20
02/05/2020,1,Blinding Lights,The Weeknd,1,1,21
09/05/2020,1,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",,1,1
16/05/2020,1,Say So,Doja Cat Featuring Nicki Minaj,6,1,18
23/05/2020,1,Stuck With U,Ariana Grande & Justin Bieber,,1,1
30/05/2020,1,Savage,Megan Thee Stallion,5,1,10
06/06/2020,1,Rain On Me,Lady Gaga & Ariana Grande,,1,1
13/06/2020,1,Rockstar,DaBaby Featuring Roddy Ricch,3,1,7
20/06/2020,1,Rockstar,DaBaby Featuring Roddy Ricch,1,1,8
27/06/2020,1,Trollz,6ix9ine & Nicki Minaj,,1,1
04/07/2020,1,Rockstar,DaBaby Featuring Roddy Ricch,2,1,10
11/07/2020,1,Rockstar,DaBaby Featuring Roddy Ricch,1,1,11
18/07/2020,1,Rockstar,DaBaby Featuring Roddy Ricch,1,1,12
25/07/2020,1,Rockstar,DaBaby Featuring Roddy Ricch,1,1,13
01/08/2020,1,Rockstar,DaBaby Featuring Roddy Ricch,1,1,14
08/08/2020,1,Cardigan,Taylor Swift,,1,1
15/08/2020,1,Watermelon Sugar,Harry Styles,7,1,20
22/08/2020,1,WAP,Cardi B Featuring Megan Thee Stallion,,1,1
29/08/2020,1,WAP,Cardi B Featuring Megan Thee Stallion,1,1,2
05/09/2020,1,Dynamite,BTS,,1,1
12/09/2020,1,Dynamite,BTS,1,1,2
19/09/2020,1,WAP,Cardi B Featuring Megan Thee Stallion,2,1,5
26/09/2020,1,WAP,Cardi B Featuring Megan Thee Stallion,1,1,6
03/10/2020,1,Dynamite,BTS,2,1,5
10/10/2020,1,Franchise,Travis Scott Featuring Young Thug & M.I.A.,,1,1
17/10/2020,1,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,8,1,17
24/10/2020,1,Mood,24kGoldn Featuring iann dior,4,1,10
31/10/2020,1,Mood,24kGoldn Featuring iann dior,1,1,11
07/11/2020,1,Positions,Ariana Grande,,1,1
14/11/2020,1,Mood,24kGoldn Featuring iann dior,3,1,13
21/11/2020,1,Mood,24kGoldn Featuring iann dior,1,1,14
28/11/2020,1,Mood,24kGoldn Featuring iann dior,1,1,15
05/12/2020,1,Life Goes On,BTS,,1,1
12/12/2020,1,Mood,24kGoldn Featuring iann dior,2,1,17
19/12/2020,1,All I Want For Christmas Is You,Mariah Carey,2,1,41
26/12/2020,1,Willow,Taylor Swift,,1,1
02/01/2021,1,All I Want For Christmas Is You,Mariah Carey,2,1,43
09/01/2021,1,Mood,24kGoldn Featuring iann dior,7,1,21
16/01/2021,1,Mood,24kGoldn Featuring iann dior,1,1,22
23/01/2021,1,Drivers License,Olivia Rodrigo,,1,1
30/01/2021,1,Drivers License,Olivia Rodrigo,1,1,2
06/02/2021,1,Drivers License,Olivia Rodrigo,1,1,3
13/02/2021,1,Drivers License,Olivia Rodrigo,1,1,4
20/02/2021,1,Drivers License,Olivia Rodrigo,1,1,5
27/02/2021,1,Drivers License,Olivia Rodrigo,1,1,6
06/03/2021,1,Drivers License,Olivia Rodrigo,1,1,7
13/03/2021,1,Drivers License,Olivia Rodrigo,1,1,8
